"brand","Series","PartNo","DetailLink","dataSheet","Core","Clock speed [max]","DMIPS","Flash","RAM","EEPROM","Security","GPIO","Ethernet","USB","USB (speed)","USB (type)","LCD","CAN","UART","I²C","SPI","I²S","ADC channels","ADC","ADC sample rate","Comparators","DAC","Timers","Timer","SCTimer / PWM","RTC","PWM","QEI","Package name","Temperature range","Temperature sensor","IOH","Supply voltage [min]","Supply voltage [max]","Product status","Demoboard","Product category"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S10FBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S10FBD144.html","http://www.nxp.com/documents/data_sheet/LPC18S50_30_10.pdf","Cortex-M3","180","225","0","136","0","Y","83","0","0","","","0","2","4","2","2; 2","","8","10","400 ksps","0","10","4","32","1","","6","","LQFP144","-40 °C to +85 °C","0","N","2.4","3.6","Production","","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S10FET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S10FET100.html","http://www.nxp.com/documents/data_sheet/LPC18S50_30_10.pdf","Cortex-M3","180","225","0","136","0","Y","49","0","0","","","0","2","4","2","2; 2","","4","10","400 ksps","0","10","4","32","1","","6","","TFBGA100","-40 °C to +85 °C","0","N","2.4","3.6","Production","","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S30FBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S30FBD144.html","http://www.nxp.com/documents/data_sheet/LPC18S50_30_10.pdf","Cortex-M3","180","225","0","200","0","Y","83","1","2","HS (2x)","host/device","0","2","4","2","2; 2","","8","10","400 ksps","0","10","4","32","1","","6","","LQFP144","-40 °C to +85 °C","0","N","2.4","3.6","Production","","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S30FET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S30FET100.html","http://www.nxp.com/documents/data_sheet/LPC18S50_30_10.pdf","Cortex-M3","180","225","0","200","0","Y","49","1","2","HS (2x)","host/device","0","2","4","2","2; 2","","4","10","400 ksps","0","10","4","32","1","","6","","TFBGA100","-40 °C to +85 °C","0","N","2.4","3.6","Production","","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S30FET256","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S30FET256.html","http://www.nxp.com/documents/data_sheet/LPC18S50_30_10.pdf","Cortex-M3","180","225","0","200","0","Y","164","1","2","HS (2x)","host/device","0","2","4","2","2; 2","","8","10","400 ksps","0","10","4","32","1","","6","","LBGA256","-40 °C to +85 °C","0","N","2.4","3.6","Production","","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S37JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S37JBD144.html","http://www.nxp.com/documents/data_sheet/LPC18S5X_S3X.pdf","Cortex-M3","180","225","0","136","16","Y","83","1","2","HS (2x)","host/device","0","2","4","2","2; 2","","8","10","400 ksps","0","10","4","32","1","","6","","LQFP144","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13076","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S37JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S37JET100.html","http://www.nxp.com/documents/data_sheet/LPC18S5X_S3X.pdf","Cortex-M3","180","225","0","200","16","Y","49","1","2","HS (2x)","host/device","0","2","4","2","2; 2","","4","10","400 ksps","0","10","4","32","1","","6","","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13076","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S50FET180","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S50FET180.html","http://www.nxp.com/documents/data_sheet/LPC18S50_30_10.pdf","Cortex-M3","180","225","0","200","0","Y","118","1","2","HS (2x)","host/device","1","2","4","2","2; 2","","8","10","400 ksps","0","10","4","32","1","","6","","TFBGA180","-40 °C to +85 °C","0","N","2.4","3.6","Production","","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S50FET256","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S50FET256.html","http://www.nxp.com/documents/data_sheet/LPC18S50_30_10.pdf","Cortex-M3","180","225","0","200","0","Y","164","1","2","HS (2x)","host/device","1","2","4","2","2; 2","","8","10","400 ksps","0","10","4","32","1","","6","","LBGA256","-40 °C to +85 °C","0","N","2.4","3.6","Production","","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S57JBD208","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S57JBD208.html","http://www.nxp.com/documents/data_sheet/LPC18S5X_S3X.pdf","Cortex-M3","180","225","0","136","16","Y","142","1","2","HS (2x)","host/device","0","2","4","2","2; 2","","8","10","400 ksps","0","10","4","32","1","","6","","LQFP208","-40 °C to +105 °C","0","N","2.4","3.6","Production","","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC18S57JET256","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC18S57JET256.html","http://www.nxp.com/documents/data_sheet/LPC18S5X_S3X.pdf","Cortex-M3","180","225","0","136","16","Y","164","1","2","HS (2x)","host/device","0","2","4","2","2; 2","","8","10","400 ksps","0","10","4","32","1","","6","","LBGA256","-40 °C to +105 °C","0","N","2.4","3.6","Production","","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1810FBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1810FBD144.html","http://www.nxp.com/documents/data_sheet/LPC1850_30_20_10.pdf","Cortex-M3","180","225","0","136","0","N","83","0","0","","","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +85 °C","","N","2.4","3.6","Production","OM13010; OM13026; OM13028; OM13039; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1810FET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1810FET100.html","http://www.nxp.com/documents/data_sheet/LPC1850_30_20_10.pdf","Cortex-M3","180","225","0","136","0","N","49","0","0","","","0","2","4","2","2","","4","10","400 ksps","0","10","4","32","1","","6","","TFBGA100","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13010; OM13026; OM13028; OM13039; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1812JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1812JBD144.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","512","104","16","N","83","0","0","","","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1812JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1812JET100.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","512","104","16","N","49","0","0","","","0","2","4","2","2","","4","10","400 ksps","0","10","4","32","1","1","6","","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1813JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1813JBD144.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","512","104","16","N","83","0","0","","","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1813JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1813JET100.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","512","104","16","N","49","0","0","","","0","2","4","2","2","","4","10","400 ksps","0","10","4","32","1","1","6","","TFBGA100","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1815JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1815JBD144.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","768","136","16","N","83","0","0","","","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1815JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1815JET100.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","768","136","16","N","49","0","0","","","0","2","4","2","2","","4","10","400 ksps","0","10","4","32","1","1","6","","TFBGA100","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
