"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","频率 (Min) (MHz) ","频率 (Max) (MHz) ","供电电压 (Typ) (V) ","P1dB (Typ) (dBm) ","P1dB (Typ) (W) ","输出功率 (Typ) (W)  @ Intermodulation Level at Test Signal","测试信号","功率增益 (Typ) (dB)  @ f (MHz)","效率 (Typ) (%) ","热阻 (Spec)(&#176;C/W)","匹配","类型","模具技术","PLC代码","预算报价（不含税）(CNY)","封装类型和焊端数","Pin count","PLC描述","频率 (Min-Max) (MHz) ","互调失真 - IM3 (Typ) (dBc) ","无铅","认证级别","RoHS","宽带效率 (Typ) (%) ","宽带频率 (Min-Max) (MHz) (f)","替代部件"
"FSL","射频---工业、科技和医疗射频","MW7IC2425N","MW7IC2425GNR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MW7IC2425N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/2450-mhz-25-w-cw-28-v-lateral-n-channel-rf-power-mosfets:MW7IC2425N?&fpsp=1&tab=Documentation_Tab#MW7IC2425GNR1","Lateral N-Channel RF Power MOSFET, 2450 MHz, 25 W CW, 28 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MW7IC2425GNR1');trackRFAnalytics('MW7IC2425GNR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","2400","2500","28","44","25","25 @ CW","1-Tone","27.7 @ 2450","43.8","1.2","I/O","AB","LDMOS","4","-","High Pwr RF SMT 16","16","PRODUCT MATURITY/SATURATION(4)","2400 to 2500","-","-","10-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","射频---工业、科技和医疗射频","MW7IC2425N","MW7IC2425NBR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MW7IC2425N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/2450-mhz-25-w-cw-28-v-lateral-n-channel-rf-power-mosfets:MW7IC2425N?&fpsp=1&tab=Documentation_Tab#MW7IC2425NBR1","Lateral N-Channel RF Power MOSFET, 2450 MHz, 25 W CW, 28 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MW7IC2425NBR1');trackRFAnalytics('MW7IC2425NBR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","2400","2500","28","44","25","25 @ CW","1-Tone","27.7 @ 2450","43.8","1.2","I/O","AB","LDMOS","4","-","High Pwr RF SMT 16","16","PRODUCT MATURITY/SATURATION(4)","2400 to 2500","-","-","10-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","射频---工业、科技和医疗射频","MRFE6VP61K25H","MRFE6VP61K25GSR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRFE6VP61K25H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/1.8-600-mhz-1250-w-cw-50-v-wideband-rf-power-ldmos-transistors:MRFE6VP61K25H?&fpsp=1&tab=Documentation_Tab#MRFE6VP61K25GSR5","Wideband RF Power LDMOS Transistor, 1.8-600 MHz, 1250 W CW, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MRFE6VP61K25GSR5');trackRFAnalytics('MRFE6VP61K25GSR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","1.8","600","50","61","1250","1250 @ CW","1-Tone","22.9 @ 230","74.6","0.15","Unmatched","AB","LDMOS","2","-","Air Cavity 5","5","PRODUCT RAPID GROWTH(2)","1.8 to 600","-","-","10-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","射频---工业、科技和医疗射频","MRFE6VP61K25H","MRFE6VP61K25HR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRFE6VP61K25H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/1.8-600-mhz-1250-w-cw-50-v-wideband-rf-power-ldmos-transistors:MRFE6VP61K25H?&fpsp=1&tab=Documentation_Tab#MRFE6VP61K25HR5","Wideband RF Power LDMOS Transistor, 1.8-600 MHz, 1250 W CW, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MRFE6VP61K25HR5');trackRFAnalytics('MRFE6VP61K25HR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","1.8","600","50","61","1250","1250 @ CW","1-Tone","22.9 @ 230","74.6","0.15","Unmatched","AB","LDMOS","3","-","Air Cavity 5","5","PRODUCT STABLE GROWTH/MATURITY(3)","1.8 to 600","-","-","10-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","射频---工业、科技和医疗射频","MRFE6VP61K25H","MRFE6VP61K25HR6","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRFE6VP61K25H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/1.8-600-mhz-1250-w-cw-50-v-wideband-rf-power-ldmos-transistors:MRFE6VP61K25H?&fpsp=1&tab=Documentation_Tab#MRFE6VP61K25HR6","Wideband RF Power LDMOS Transistor, 1.8-600 MHz, 1250 W CW, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MRFE6VP61K25HR6');trackRFAnalytics('MRFE6VP61K25HR6','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","1.8","600","50","61","1250","1250 @ CW","1-Tone","22.9 @ 230","74.6","0.15","Unmatched","AB","LDMOS","3","-","Air Cavity 5","5","PRODUCT STABLE GROWTH/MATURITY(3)","1.8 to 600","-","-","10-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","射频---工业、科技和医疗射频","MRFE6VP61K25H","MRFE6VP61K25HSR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRFE6VP61K25H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/1.8-600-mhz-1250-w-cw-50-v-wideband-rf-power-ldmos-transistors:MRFE6VP61K25H?&fpsp=1&tab=Documentation_Tab#MRFE6VP61K25HSR5","Wideband RF Power LDMOS Transistor, 1.8-600 MHz, 1250 W CW, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MRFE6VP61K25HSR5');trackRFAnalytics('MRFE6VP61K25HSR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","1.8","600","50","61","1250","1250 @ CW","1-Tone","22.9 @ 230","74.6","0.15","Unmatched","AB","LDMOS","3","-","Air Cavity 5","5","PRODUCT STABLE GROWTH/MATURITY(3)","1.8 to 600","-","-","10-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","射频---工业、科技和医疗射频","MRFE6VP61K25H","MRFE6VP61K25KT-4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRFE6VP61K25H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/1.8-600-mhz-1250-w-cw-50-v-wideband-rf-power-ldmos-transistors:MRFE6VP61K25H?&fpsp=1&tab=Documentation_Tab#MRFE6VP61K25KT-4","Wideband RF Power LDMOS Transistor, 1.8-600 MHz, 1250 W CW, 50 V","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1 @ CNY3,611.63 each","-","-","PRODUCT NEWLY INTRO D/RAMP-UP(1)","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","射频---工业、科技和医疗射频","MRFE6VP61K25H","MRFE6VP61K25TF-4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRFE6VP61K25H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/1.8-600-mhz-1250-w-cw-50-v-wideband-rf-power-ldmos-transistors:MRFE6VP61K25H?&fpsp=1&tab=Documentation_Tab#MRFE6VP61K25TF-4","Wideband RF Power LDMOS Transistor, 1.8-600 MHz, 1250 W CW, 50 V","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1 @ CNY7,223.26 each","-","-","PRODUCT NEWLY INTRO D/RAMP-UP(1)","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-"
"FSL","射频---工业、科技和医疗射频","MRFE6VS25N","MRFE6VS25GNR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRFE6VS25N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/1.8-2000-mhz-25-w-50-v-wideband-rf-power-ldmos-transistors:MRFE6VS25N?&fpsp=1&tab=Documentation_Tab#MRFE6VS25GNR1","Wideband RF Power LDMOS Transistor, 1.8-2000 MHz, 25 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MRFE6VS25GNR1');trackRFAnalytics('MRFE6VS25GNR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","1.8","2000","50","44","25","25 @ CW","CW","25.5 @ 512","74.7","1.2","Unmatched","AB","LDMOS","2","-","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","0.0000018 to 2000","-","-","10-YEARS APPLICATION LIFE","-","75","0 to 2000","-"
"FSL","射频---工业、科技和医疗射频","MRFE6VS25N","MRFE6VS25NR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MRFE6VS25N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-industrial-scientific-and-medical/1.8-2000-mhz-25-w-50-v-wideband-rf-power-ldmos-transistors:MRFE6VS25N?&fpsp=1&tab=Documentation_Tab#MRFE6VS25NR1","Wideband RF Power LDMOS Transistor, 1.8-2000 MHz, 25 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MRFE6VS25NR1');trackRFAnalytics('MRFE6VS25NR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","-","1.8","2000","50","44","25","25 @ CW","CW","25.5 @ 512","74.5","1.2","Unmatched","AB","LDMOS","2","-","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","0.0000018 to 2000","-","-","10-YEARS APPLICATION LIFE","-","75","0 to 2000","-"
