"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","封装类型和焊端数","替代部件","工作频率 (Max) (MHz) ","内核：内核数量 (Spec)","工作环境温度 (Min-Max) (°C) ","内核：类型","缓存 (KB) ","L2缓存 (Max) (KB) ","支持外部存储器","Junction Temperature (Max) (&#186;C)","PLC代码","预算报价（不含税）(CNY)","Pin count","PLC描述","外部总线接口","总线频率 (Max) (MHz) ","无铅","认证级别","RoHS","内核：工作电压 (Spec) (V) ","功耗 (Max) (W) ","通信协议","I2C","Ethernet Type","eTSEC","以太网","DUART"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DHX1067NE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DHX1067NE","32-Bit Power Architecture SoC, 2 X 1067MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, 0 to 105C, Rev 3","-","-","FCCBGA 1023","-","1067","2","0 to 105","e600","32","1024","DDR2","105","4","100 @ CNY1,629.75 each","1023","PRODUCT MATURITY/SATURATION(4)","PCI-Express, RapidIO-Serial","133","-","10-YEARS APPLICATION LIFE","-","-","22","Ethernet","2","MII, 1GBaseT","4","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DHX1250HE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DHX1250HE","32-Bit Power Architecture SoC, 2 X 1250MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, 0 to 105C, Rev 3","-","-","FCCBGA 1023","-","1250","2","0 to 105","e600","32","1024","DDR2","105","4","100 @ CNY1,640.62 each","1023","PRODUCT MATURITY/SATURATION(4)","PCI-Express, RapidIO-Serial","133","-","10-YEARS APPLICATION LIFE","-","-","31","Ethernet","2","MII, 1GBaseT","4","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DTHX1000HE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DTHX1000HE","32-Bit Power Architecture SoC, 2 X 1000MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, -40 to 105C, Rev 3","-","-","FCCBGA 1023","-","1000","2","0 to 105","e600","32","1024","DDR2","105","4","100 @ CNY1,786.55 each","1023","PRODUCT MATURITY/SATURATION(4)","PCI-Express, RapidIO-Serial","133","-","10-YEARS APPLICATION LIFE","-","-","27","Ethernet","2","MII, 1GBaseT","4","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DTHX1067NE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DTHX1067NE","32-Bit Power Architecture SoC, 2 X 1067MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, -40 to 105C, Rev 3","-","-","FCCBGA 1023","-","1067","2","-40 to 105","e600","32","1024","DDR2","105","4","100 @ CNY2,472.38 each","1023","PRODUCT MATURITY/SATURATION(4)","PCI-Express, RapidIO-Serial","133","-","10-YEARS APPLICATION LIFE","-","-","22","Ethernet","2","MII, 1GBaseT","4","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DTHX1250HE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DTHX1250HE","32-Bit Power Architecture SoC, 2 X 1250MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, -40 to 105C, Rev 3","-","-","FCCBGA 1023","-","1250","2","0 to 105","e600","32","1024","DDR2","105","4","100 @ CNY3,254.60 each","1023","PRODUCT MATURITY/SATURATION(4)","PCI-Express, RapidIO-Serial","133","-","10-YEARS APPLICATION LIFE","-","-","31","Ethernet","2","MII, 1GBaseT","4","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DTVJ1000HE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DTVJ1000HE","32-Bit Power Architecture SoC, 2 X 1000MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, -40 to 105C, Rev 3","-","-","FCCBGA 1023","-","-","-","-","-","-","-","-","-","4","100 @ CNY1,786.55 each","1023","PRODUCT MATURITY/SATURATION(4)","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DTVJ1067NE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DTVJ1067NE","32-Bit Power Architecture SoC, 2 X 1067MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, -40 to 105C, Rev 3","-","-","FCCBGA 1023","-","-","-","-","-","-","-","-","-","4","100 @ CNY2,472.38 each","1023","PRODUCT MATURITY/SATURATION(4)","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DTVJ1250HE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DTVJ1250HE","32-Bit Power Architecture SoC, 2 X 1250MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, -40 to 105C, Rev 3","-","-","FCCBGA 1023","-","-","-","-","-","-","-","-","-","4","100 @ CNY3,254.60 each","1023","PRODUCT MATURITY/SATURATION(4)","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DVJ1000HE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DVJ1000HE","32-Bit Power Architecture SoC, 2 X 1000MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, 0 to 105C, Rev 3","-","-","FCCBGA 1023","-","-","-","-","-","-","-","-","-","4","100 @ CNY1,175.88 each","1023","PRODUCT MATURITY/SATURATION(4)","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DVJ1067NE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DVJ1067NE","32-Bit Power Architecture SoC, 2 X 1067MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, 0 to 105C, Rev 3","-","-","FCCBGA 1023","-","-","-","-","-","-","-","-","-","4","100 @ CNY1,629.75 each","1023","PRODUCT MATURITY/SATURATION(4)","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640DVJ1250HE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640DVJ1250HE","32-Bit Power Architecture SoC, 2 X 1250MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, 0 to 105C, Rev 3","-","-","FCCBGA 1023","-","-","-","-","-","-","-","-","-","4","100 @ CNY1,984.68 each","1023","PRODUCT MATURITY/SATURATION(4)","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640HX1067NE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640HX1067NE","32-Bit Power Architecture SoC, 1067MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, 0 to 105C, Rev 3","-","-","FCCBGA 994","-","1067","1","0 to 105","e600","32","1024","DDR2","105","4","100 @ CNY1,183.57 each","994","PRODUCT MATURITY/SATURATION(4)","PCI-Express, RapidIO-Serial","133","-","10-YEARS APPLICATION LIFE","-","-","14","Ethernet","2","MII, 1GBaseT","4","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640HX1250HE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640HX1250HE","32-Bit Power Architecture SoC, 1250MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, 0 to 105C, Rev 3","-","-","FCCBGA 994","-","1250","1","0 to 105","e600","32","1024","DDR2","105","4","100 @ CNY1,516.50 each","994","PRODUCT MATURITY/SATURATION(4)","PCI-Express, RapidIO-Serial","133","-","10-YEARS APPLICATION LIFE","-","-","19","Ethernet","2","MII, 1GBaseT","4","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC8640","MC8640THX1067NE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8640&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/mpc8640d-integrated-dual-core-processor:MPC8640?&fpsp=1&tab=Documentation_Tab#MC8640THX1067NE","32-Bit Power Architecture SoC, 1067MHz, DDR1/2, AltiVec, GbE, PCI-e, SRIO, -40 to 105C, Rev 3","-","-","FCCBGA 994","-","1067","1","-40 to 105","e600","32","1024","DDR2","105","4","100 @ CNY1,994.79 each","994","PRODUCT MATURITY/SATURATION(4)","PCI-Express, RapidIO-Serial","133","-","10-YEARS APPLICATION LIFE","-","-","14","Ethernet","2","MII, 1GBaseT","4","-","-"
