"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","# of Pots","# of Taps","Type","Control Interface","Resistance Typ (kOhms)","VH Max (V)","Wiper Position Memory","VDD Max (V)","Package Type"
"on","接口---数字可编程电位计","CAT5221","CAT5221YI50","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5221YI50","http://www.onsemi.com/pub/Collateral/CAT5221-D.PDF","Digital Potentiometer (POT), 64-Tap, with I2C  Interface","Pb-free
Halide free","Active","Digital Potentiometer (POT), 64-Tap, with I2C  Interface","2","64","Potentiometer","I2C","2.5
10
50
100","VCC","Yes","6","SOIC-20W
TSSOP-20"
"on","接口---数字可编程电位计","CAT5251","CAT5251YI-00-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5251YI-00-T2","http://www.onsemi.com/pub/Collateral/CAT5251-D.PDF","Digital Potentiometer (POT), Quad 256-Tap, with I","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 256-Tap, with I<sup>2</sup>C  Interface","4","256","Potentiometer","SPI","50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5251","CAT5251YI-50-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5251YI-50-T2","http://www.onsemi.com/pub/Collateral/CAT5251-D.PDF","Digital Potentiometer (POT), Quad 256-Tap, with I","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 256-Tap, with I<sup>2</sup>C  Interface","4","256","Potentiometer","SPI","50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5251","CAT5251YI00","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5251YI00","http://www.onsemi.com/pub/Collateral/CAT5251-D.PDF","Digital Potentiometer (POT), Quad 256-Tap, with I","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 256-Tap, with I<sup>2</sup>C  Interface","4","256","Potentiometer","SPI","50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5251","CAT5251YI50","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5251YI50","http://www.onsemi.com/pub/Collateral/CAT5251-D.PDF","Digital Potentiometer (POT), Quad 256-Tap, with I","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 256-Tap, with I<sup>2</sup>C  Interface","4","256","Potentiometer","SPI","50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5261","CAT5261YI-00-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5261YI-00-T2","http://www.onsemi.com/pub/Collateral/CAT5261-D.PDF","Digital Potentiometer (POT), Dual 256-Tap, with SPI Interface","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 256-Tap, with SPI Interface","2","256","Potentiometer","SPI","50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5261","CAT5261YI-50-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5261YI-50-T2","http://www.onsemi.com/pub/Collateral/CAT5261-D.PDF","Digital Potentiometer (POT), Dual 256-Tap, with SPI Interface","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 256-Tap, with SPI Interface","2","256","Potentiometer","SPI","50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5261","CAT5261YI00","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5261YI00","http://www.onsemi.com/pub/Collateral/CAT5261-D.PDF","Digital Potentiometer (POT), Dual 256-Tap, with SPI Interface","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 256-Tap, with SPI Interface","2","256","Potentiometer","SPI","50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5261","CAT5261YI50","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5261YI50","http://www.onsemi.com/pub/Collateral/CAT5261-D.PDF","Digital Potentiometer (POT), Dual 256-Tap, with SPI Interface","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 256-Tap, with SPI Interface","2","256","Potentiometer","SPI","50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5271","CAT5271ZI-00-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5271ZI-00-GT3","http://www.onsemi.com/pub/Collateral/CAT5271-D.PDF","Digital Potentiometer (POT), Dual 256-Tap, with  I2C Compatible Interface, 100 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 256-Tap, with  I2C Compatible Interface","2","256","Potentiometer","I2C","50
100","VCC","No","6.5","MSOP-10"
"on","接口---数字可编程电位计","CAT5271","CAT5271ZI-50-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5271ZI-50-GT3","http://www.onsemi.com/pub/Collateral/CAT5271-D.PDF","Digital Potentiometer (POT), Dual 256-Tap, with  I2C Compatible Interface, 50 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 256-Tap, with  I2C Compatible Interface","2","256","Potentiometer","I2C","50
100","VCC","No","6.5","MSOP-10"
"on","接口---数字可编程电位计","CAT5401","CAT5401YI-00-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5401YI-00-T2","http://www.onsemi.com/pub/Collateral/CAT5401-D.PDF","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface, 100 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface","4","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5401","CAT5401YI-10-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5401YI-10-T2","http://www.onsemi.com/pub/Collateral/CAT5401-D.PDF","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface, 10 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface","4","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5401","CAT5401YI-25-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5401YI-25-T2","http://www.onsemi.com/pub/Collateral/CAT5401-D.PDF","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface, 2.5 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface","4","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5401","CAT5401YI-50-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5401YI-50-T2","http://www.onsemi.com/pub/Collateral/CAT5401-D.PDF","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface, 50 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface","4","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5401","CAT5401YI00","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5401YI00","http://www.onsemi.com/pub/Collateral/CAT5401-D.PDF","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface, 100 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface","4","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5401","CAT5401YI10","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5401YI10","http://www.onsemi.com/pub/Collateral/CAT5401-D.PDF","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface, 10 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface","4","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5401","CAT5401YI25","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5401YI25","http://www.onsemi.com/pub/Collateral/CAT5401-D.PDF","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface, 2.5 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface","4","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5401","CAT5401YI50","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5401YI50","http://www.onsemi.com/pub/Collateral/CAT5401-D.PDF","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface, 50 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Quad 64-Tap, with SPI Interface","4","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5411","CAT5411YI-00-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5411YI-00-T2","http://www.onsemi.com/pub/Collateral/CAT5411-D.PDF","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface, 100 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface","2","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5411","CAT5411YI-10-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5411YI-10-T2","http://www.onsemi.com/pub/Collateral/CAT5411-D.PDF","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface, 10 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface","2","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5411","CAT5411YI-25-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5411YI-25-T2","http://www.onsemi.com/pub/Collateral/CAT5411-D.PDF","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface, 2.5 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface","2","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5411","CAT5411YI-50-T2","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5411YI-50-T2","http://www.onsemi.com/pub/Collateral/CAT5411-D.PDF","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface, 50 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface","2","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5411","CAT5411YI00","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5411YI00","http://www.onsemi.com/pub/Collateral/CAT5411-D.PDF","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface, 100 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface","2","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5411","CAT5411YI10","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5411YI10","http://www.onsemi.com/pub/Collateral/CAT5411-D.PDF","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface, 10 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface","2","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5411","CAT5411YI25","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5411YI25","http://www.onsemi.com/pub/Collateral/CAT5411-D.PDF","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface, 2.5 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface","2","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
"on","接口---数字可编程电位计","CAT5411","CAT5411YI50","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT5411YI50","http://www.onsemi.com/pub/Collateral/CAT5411-D.PDF","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface, 50 kΩ","Pb-free
Halide free","Active","Digital Potentiometer (POT), Dual 64-Tap, with SPI Interface","2","64","Potentiometer","SPI","2.5
10
50
100","VCC","Yes","6","TSSOP-24"
