"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Voltages Monitored","VCC Max (V)","V(TO) Typ (V)","IQ Typ (microA)","Reset Active State","Reset Timer","Manual Reset","Watchdog Timer","Package Type"
"on","电压和电流管理---电压监测器","NCP308","NCP308SN190T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP308SN190T1G","http://www.onsemi.com/pub/Collateral/NCP308-D.PDF","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time, Low Quiescent Current, Delay time Pgmmable Supervisory Ckt","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time","1","5.5","0.405 min
0.9
1.2
1.25
1.5
1.8
1.9
2.5
2.8
3
3.3
5","1.6","Low","Yes","Yes","No","TSOP-6
WDFN-6"
"on","电压和电流管理---电压监测器","NCP308","NCP308SN250T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP308SN250T1G","http://www.onsemi.com/pub/Collateral/NCP308-D.PDF","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time, Low Quiescent Current, Delay Time Pgmmable Supervisory Ckt","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time","1","5.5","0.405 min
0.9
1.2
1.25
1.5
1.8
1.9
2.5
2.8
3
3.3
5","1.6","Low","Yes","Yes","No","TSOP-6
WDFN-6"
"on","电压和电流管理---电压监测器","NCP308","NCP308SN280T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP308SN280T1G","http://www.onsemi.com/pub/Collateral/NCP308-D.PDF","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time, Low Quiescent Current, Delay Time Pgmmable Supervisory Circuit","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time","1","5.5","0.405 min
0.9
1.2
1.25
1.5
1.8
1.9
2.5
2.8
3
3.3
5","1.6","Low","Yes","Yes","No","TSOP-6
WDFN-6"
"on","电压和电流管理---电压监测器","NCP308","NCP308SN300T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP308SN300T1G","http://www.onsemi.com/pub/Collateral/NCP308-D.PDF","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time, Low quiescent current, delay time pgmmable supervisory ckt","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time","1","5.5","0.405 min
0.9
1.2
1.25
1.5
1.8
1.9
2.5
2.8
3
3.3
5","1.6","Low","Yes","Yes","No","TSOP-6
WDFN-6"
"on","电压和电流管理---电压监测器","NCP308","NCP308SN330T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP308SN330T1G","http://www.onsemi.com/pub/Collateral/NCP308-D.PDF","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time, Low quiescent current, delay time pgmmable supervisory ckt","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time","1","5.5","0.405 min
0.9
1.2
1.25
1.5
1.8
1.9
2.5
2.8
3
3.3
5","1.6","Low","Yes","Yes","No","TSOP-6
WDFN-6"
"on","电压和电流管理---电压监测器","NCP308","NCP308SN500T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP308SN500T1G","http://www.onsemi.com/pub/Collateral/NCP308-D.PDF","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time, Low Quiescent Current, Delay Time Pgmmable Supervisory Circuit","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time","1","5.5","0.405 min
0.9
1.2
1.25
1.5
1.8
1.9
2.5
2.8
3
3.3
5","1.6","Low","Yes","Yes","No","TSOP-6
WDFN-6"
"on","电压和电流管理---电压监测器","NCP308","NCP308SNADJT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP308SNADJT1G","http://www.onsemi.com/pub/Collateral/NCP308-D.PDF","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time, Low Quiescent Current, Delay Time Pgmmable Supervisory Ckt","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time","1","5.5","0.405 min
0.9
1.2
1.25
1.5
1.8
1.9
2.5
2.8
3
3.3
5","1.6","Low","Yes","Yes","No","TSOP-6
WDFN-6"
"on","电压和电流管理---电压监测器","NCP308","NCV308SN330T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV308SN330T1G","http://www.onsemi.com/pub/Collateral/NCP308-D.PDF","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time, Low Quiescent Current, Pgmmable Delay Time Supervisory Ckt","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time","1","5.5","0.405 min
0.9
1.2
1.25
1.5
1.8
1.9
2.5
2.8
3
3.3
5","1.6","Low","Yes","Yes","No","TSOP-6
WDFN-6"
"on","电压和电流管理---电压监测器","NCP308","NCV308SNADJT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV308SNADJT1G","http://www.onsemi.com/pub/Collateral/NCP308-D.PDF","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time, Low Quiescent Current, Pgmmable Delay Time Supervisory Ckt","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Ultra Low Quiescent Current, Programmable Delay Time","1","5.5","0.405 min
0.9
1.2
1.25
1.5
1.8
1.9
2.5
2.8
3
3.3
5","1.6","Low","Yes","Yes","No","TSOP-6
WDFN-6"
"on","电压和电流管理---电压监测器","NCT80","NCT80DBR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCT80DBR2G","http://www.onsemi.com/pub/Collateral/NCT80-D.PDF","Hardware Monitor with I2C serial interface","Pb-free
Halide free","Active","Hardware Monitor with I2C serial interface","7","5.75",,"0.58","Low","No","Yes","No","TSSOP-24"
"on","电压和电流管理---电压监测器","NCV301","NCV301HSN27T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301HSN27T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 2.7 V, Reset High","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN12T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN12T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 1.2 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN16T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN16T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 1.6 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN20T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN20T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 2.0 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN22T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN22T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 2.2 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN25T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN25T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 2.5 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN28T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN28T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 2.8 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN33T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN33T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 3.3 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN40T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN40T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 4.0 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN42T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN42T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 4.2 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV301","NCV301LSN45T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN45T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series - Auto Rated, 4.5 V, Reset Low","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series - Auto Rated","1","10","1.2
1.6
2
2.2
2.5
2.7
2.8
3.3
4
4.2
4.5","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN10T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN10T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN15T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN15T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN17T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN17T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN23T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN23T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN29T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN29T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN30T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN30T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN42T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN42T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN44T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN44T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN45T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN45T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN47T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN47T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV303","NCV303LSN49T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV303LSN49T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Detector Series with Programmable Delay - Auto Rated","1","10","1
1.5
1.7
2.3
2.9
3
4.2
4.4
4.5
4.7
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCV33161","NCV33161DMR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33161DMR2G","http://www.onsemi.com/pub/Collateral/MC34161-D.PDF","Universal Voltage Monitor - Auto Rated, Univ Volt Monitor Auto Std","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Universal Voltage Monitor - Auto Rated","2","40","1.27","560",,"No","No","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","NCV33161","NCV33161DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV33161DR2G","http://www.onsemi.com/pub/Collateral/MC34161-D.PDF","Universal Voltage Monitor - Auto Rated","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Universal Voltage Monitor - Auto Rated","2","40","1.27","560",,"No","No","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","NCV809","NCV809LTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV809LTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors","1","5.5","2.63
2.93
3.08
4.38
4.63","0.5","Low","Yes","No","No","SOT-23-3"
"on","电压和电流管理---电压监测器","NCV809","NCV809MTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV809MTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors, AEC 4.38V UPROC RESET","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors","1","5.5","2.63
2.93
3.08
4.38
4.63","0.5","Low","Yes","No","No","SOT-23-3"
"on","电压和电流管理---电压监测器","NCV809","NCV809RTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV809RTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors","1","5.5","2.63
2.93
3.08
4.38
4.63","0.5","Low","Yes","No","No","SOT-23-3"
"on","电压和电流管理---电压监测器","NCV809","NCV809SN293D2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV809SN293D2T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors, ANA 2.93V MCROPROC RESET","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors","1","5.5","2.63
2.93
3.08
4.38
4.63","0.5","Low","Yes","No","No","SOT-23-3"
"on","电压和电流管理---电压监测器","NCV809","NCV809STRG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV809STRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors","1","5.5","2.63
2.93
3.08
4.38
4.63","0.5","Low","Yes","No","No","SOT-23-3"
"on","电压和电流管理---电压监测器","NCV809","NCV809TTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV809TTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors, 3.08, 140 ms minimum delay, Auto","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Voltage Supervisor, 3-Pin, Microprocessor, Very Low Supply Current, Reset Monitors","1","5.5","2.63
2.93
3.08
4.38
4.63","0.5","Low","Yes","No","No","SOT-23-3"
