"FSL","模拟与电源管理---收发器","MC33889","MC33889BPEG","推荐文档","MC33889， System Basis Chip (SBC) with Low Speed Fault Tolerant CAN Interface - Data Sheet","http://cache.freescale.com/files/analog/doc/data_sheet/MC33889.pdf?fpsp=1&WT_TYPE=Data Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
"FSL","模拟与电源管理---收发器","MC33889","MC33889BPEG","推荐文档","MC33889FS， System Basis Chip with Low Spd Fault Tolerant CAN - Fact Sheet","http://cache.freescale.com/files/analog/doc/fact_sheet/MC33889FS.pdf?fpsp=1&WT_TYPE=Fact Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
"FSL","模拟与电源管理---收发器","MC33889","MC33889BPEGR2","推荐文档","MC33889， System Basis Chip (SBC) with Low Speed Fault Tolerant CAN Interface - Data Sheet","http://cache.freescale.com/files/analog/doc/data_sheet/MC33889.pdf?fpsp=1&WT_TYPE=Data Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
"FSL","模拟与电源管理---收发器","MC33889","MC33889BPEGR2","推荐文档","MC33889FS， System Basis Chip with Low Spd Fault Tolerant CAN - Fact Sheet","http://cache.freescale.com/files/analog/doc/fact_sheet/MC33889FS.pdf?fpsp=1&WT_TYPE=Fact Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
"FSL","模拟与电源管理---收发器","MC33889","MC33889DPEG","推荐文档","MC33889， System Basis Chip (SBC) with Low Speed Fault Tolerant CAN Interface - Data Sheet","http://cache.freescale.com/files/analog/doc/data_sheet/MC33889.pdf?fpsp=1&WT_TYPE=Data Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
"FSL","模拟与电源管理---收发器","MC33889","MC33889DPEG","推荐文档","MC33889FS， System Basis Chip with Low Spd Fault Tolerant CAN - Fact Sheet","http://cache.freescale.com/files/analog/doc/fact_sheet/MC33889FS.pdf?fpsp=1&WT_TYPE=Fact Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
"FSL","模拟与电源管理---收发器","MC33889","MC33889DPEGR2","推荐文档","MC33889， System Basis Chip (SBC) with Low Speed Fault Tolerant CAN Interface - Data Sheet","http://cache.freescale.com/files/analog/doc/data_sheet/MC33889.pdf?fpsp=1&WT_TYPE=Data Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
"FSL","模拟与电源管理---收发器","MC33889","MC33889DPEGR2","推荐文档","MC33889FS， System Basis Chip with Low Spd Fault Tolerant CAN - Fact Sheet","http://cache.freescale.com/files/analog/doc/fact_sheet/MC33889FS.pdf?fpsp=1&WT_TYPE=Fact Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
"FSL","模拟与电源管理---收发器","MC33889","MC33889BPEG","数据手册","MC33889， System Basis Chip (SBC) with Low Speed Fault Tolerant CAN Interface - Data Sheet","http://cache.freescale.com/files/analog/doc/data_sheet/MC33889.pdf?fpsp=1&WT_TYPE=Data Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
"FSL","模拟与电源管理---收发器","MC33889","MC33889BPEGR2","数据手册","MC33889， System Basis Chip (SBC) with Low Speed Fault Tolerant CAN Interface - Data Sheet","http://cache.freescale.com/files/analog/doc/data_sheet/MC33889.pdf?fpsp=1&WT_TYPE=Data Sheets&WT_VENDOR=FREESCALE&WT_FILE_FORMAT=pdf&WT_ASSET=Documentation&fileExt=.pdf"
